gene_id,gene_name,gene_type,replicated_overall_rank,overall_rank,average_rank,n_withinTop100,Br6522_LC_1_round1_single,Br6522_LC_2_round1_single,Br8153_LC_round2_left,Br8153_LC_round2_right,Br2701_LC_round2_top,Br2701_LC_round2_bottom,Br6522_LC_round3_leftbottom,Br6522_LC_round3_right,Br8079_LC_round3_left,Br8079_LC_round3_right,Br2701_LC_round3_left,Br2701_LC_round3_right,Br8153_LC_round3_left
ENSG00000183837,PNMA3,protein_coding,NA,2407.5,1783,0,NA,NA,NA,NA,NA,NA,NA,2867,NA,NA,699,NA,NA
ENSG00000145741,BTF3,protein_coding,NA,2409,1783.25,0,2031,716,NA,NA,NA,NA,2047,2339,NA,NA,NA,NA,NA
ENSG00000211456,SACM1L,protein_coding,NA,2410,1786,0,NA,NA,NA,NA,NA,NA,1811,1761,NA,NA,NA,NA,NA
ENSG00000127483,HP1BP3,protein_coding,NA,2411,1787,0,1799,NA,NA,NA,NA,NA,817,2745,NA,NA,NA,NA,NA
ENSG00000115091,ACTR3,protein_coding,NA,2412,1787.333333,0,1695,NA,NA,NA,NA,NA,994,2673,NA,NA,NA,NA,NA
ENSG00000109436,TBC1D9,protein_coding,NA,2413.5,1788,0,1228,NA,NA,NA,NA,NA,NA,2348,NA,NA,NA,NA,NA
ENSG00000134884,ARGLU1,protein_coding,NA,2413.5,1788,0,NA,NA,NA,NA,NA,NA,NA,1788,NA,NA,NA,NA,NA
ENSG00000171303,KCNK3,protein_coding,NA,2415,1789,0,2170,NA,NA,NA,NA,NA,NA,1408,NA,NA,NA,NA,NA
ENSG00000126803,HSPA2,protein_coding,NA,2416,1790,0,1779,NA,NA,NA,NA,NA,NA,2450,NA,NA,1141,NA,NA
ENSG00000133026,MYH10,protein_coding,NA,2417,1790.5,0,2003,NA,NA,NA,NA,NA,NA,1578,NA,NA,NA,NA,NA
ENSG00000111481,COPZ1,protein_coding,NA,2418,1792,0,NA,NA,NA,NA,NA,NA,NA,1792,NA,NA,NA,NA,NA
ENSG00000100403,ZC3H7B,protein_coding,NA,2419,1796,0,NA,NA,NA,NA,NA,NA,NA,1796,NA,NA,NA,NA,NA
ENSG00000135052,GOLM1,protein_coding,NA,2420.5,1797,0,1664,NA,NA,NA,NA,NA,846,2881,NA,NA,NA,NA,NA
ENSG00000148690,FRA10AC1,protein_coding,NA,2420.5,1797,0,NA,NA,NA,NA,NA,NA,NA,1797,NA,NA,NA,NA,NA
ENSG00000140718,FTO,protein_coding,NA,2422,1797.666667,0,882,NA,NA,NA,NA,NA,1955,2556,NA,NA,NA,NA,NA
ENSG00000100216,TOMM22,protein_coding,NA,2423,1798,0,NA,NA,NA,NA,NA,NA,NA,1798,NA,NA,NA,NA,NA
ENSG00000082153,BZW1,protein_coding,NA,2424.5,1800,0,1739,NA,NA,NA,NA,NA,NA,2872,NA,NA,NA,NA,789
ENSG00000105258,POLR2I,protein_coding,NA,2424.5,1800,0,2197,NA,NA,NA,NA,NA,1779,2164,NA,NA,NA,NA,1060
ENSG00000116147,TNR,protein_coding,NA,2426,1802.666667,0,2275,NA,NA,NA,NA,NA,1302,1831,NA,NA,NA,NA,NA
ENSG00000196850,PPTC7,protein_coding,NA,2427,1803,0,NA,NA,NA,NA,NA,NA,NA,1803,NA,NA,NA,NA,NA
ENSG00000167699,GLOD4,protein_coding,NA,2428.5,1804,0,1544,NA,NA,NA,NA,NA,NA,2064,NA,NA,NA,NA,NA
ENSG00000007237,GAS7,protein_coding,NA,2428.5,1804,0,NA,NA,NA,NA,NA,NA,432,3176,NA,NA,NA,NA,NA
ENSG00000108588,CCDC47,protein_coding,NA,2430,1805.333333,0,1633,NA,NA,NA,NA,NA,2229,1554,NA,NA,NA,NA,NA
ENSG00000136504,KAT7,protein_coding,NA,2431,1806,0,NA,NA,NA,NA,NA,NA,NA,1806,NA,NA,NA,NA,NA
ENSG00000163539,CLASP2,protein_coding,NA,2432,1806.75,0,1198,650,NA,NA,NA,NA,1742,3637,NA,NA,NA,NA,NA
ENSG00000106723,SPIN1,protein_coding,NA,2433,1807,0,1817,NA,NA,NA,NA,NA,1046,2558,NA,NA,NA,NA,NA
ENSG00000135968,GCC2,protein_coding,NA,2434,1807.666667,0,705,NA,NA,NA,NA,NA,2004,2714,NA,NA,NA,NA,NA
ENSG00000118432,CNR1,protein_coding,NA,2435,1808,0,NA,NA,NA,NA,NA,NA,NA,1808,NA,NA,NA,NA,NA
ENSG00000228594,FNDC10,protein_coding,NA,2437,1810,0,NA,NA,NA,NA,NA,NA,NA,3206,NA,NA,414,NA,NA
ENSG00000054148,PHPT1,protein_coding,NA,2437,1810,0,2243,980,NA,NA,NA,NA,2246,2783,NA,NA,NA,NA,798
ENSG00000125968,ID1,protein_coding,NA,2437,1810,0,NA,NA,NA,NA,NA,NA,NA,3324,296,NA,NA,NA,NA
ENSG00000134294,SLC38A2,protein_coding,NA,2439,1811.666667,0,610,NA,NA,NA,NA,NA,2202,2623,NA,NA,NA,NA,NA
ENSG00000180228,PRKRA,protein_coding,NA,2440.5,1812,0,NA,NA,NA,NA,NA,NA,NA,1812,NA,NA,NA,NA,NA
ENSG00000165553,NGB,protein_coding,NA,2440.5,1812,0,NA,NA,NA,NA,NA,NA,1956,3060,NA,NA,NA,NA,420
ENSG00000134684,YARS,protein_coding,NA,2442,1813,0,2169,NA,NA,NA,NA,NA,1910,1360,NA,NA,NA,NA,NA
ENSG00000181789,COPG1,protein_coding,NA,2443,1813.5,0,1627,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA
ENSG00000113269,RNF130,protein_coding,NA,2444,1814.333333,0,1518,NA,NA,NA,NA,NA,1556,2369,NA,NA,NA,NA,NA
ENSG00000131263,RLIM,protein_coding,NA,2445,1814.666667,0,761,NA,NA,NA,NA,NA,2208,2475,NA,NA,NA,NA,NA
ENSG00000160445,ZER1,protein_coding,NA,2446,1815,0,1606,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
ENSG00000104853,CLPTM1,protein_coding,NA,2447,1815.2,0,1763,NA,NA,NA,NA,NA,2138,3729,NA,NA,617,NA,829
ENSG00000177885,GRB2,protein_coding,NA,2448,1815.666667,0,1429,NA,NA,NA,NA,NA,1570,2448,NA,NA,NA,NA,NA
ENSG00000170035,UBE2E3,protein_coding,NA,2450,1816,0,1682,NA,NA,NA,NA,NA,1305,2461,NA,NA,NA,NA,NA
ENSG00000135441,BLOC1S1,protein_coding,NA,2450,1816,0,2209,1057,NA,NA,NA,NA,2211,2998,605,NA,NA,NA,NA
ENSG00000188636,RTL6,protein_coding,NA,2450,1816,0,NA,NA,NA,NA,NA,NA,NA,1816,NA,NA,NA,NA,NA
ENSG00000160932,LY6E,protein_coding,NA,2452.5,1817,0,1858,NA,NA,NA,NA,NA,1704,1889,NA,NA,NA,NA,NA
ENSG00000140416,TPM1,protein_coding,NA,2452.5,1817,0,NA,NA,NA,NA,NA,NA,NA,1817,NA,NA,NA,NA,NA
ENSG00000136802,LRRC8A,protein_coding,NA,2454,1818,0,1885,NA,NA,NA,NA,NA,865,3732,NA,NA,NA,790,NA
ENSG00000223572,CKMT1A,protein_coding,NA,2455,1819,0,1996,NA,NA,NA,NA,NA,981,2480,NA,NA,NA,NA,NA
ENSG00000048828,FAM120A,protein_coding,NA,2456.5,1820,0,NA,NA,NA,NA,NA,NA,1134,2506,NA,NA,NA,NA,NA
ENSG00000133265,HSPBP1,protein_coding,NA,2456.5,1820,0,NA,NA,NA,NA,NA,NA,1127,2513,NA,NA,NA,NA,NA
ENSG00000237651,C2orf74,protein_coding,NA,2458,1820.5,0,2142,NA,NA,NA,NA,NA,NA,1499,NA,NA,NA,NA,NA
ENSG00000184588,PDE4B,protein_coding,NA,2459,1821,0,NA,NA,NA,NA,NA,NA,NA,1821,NA,NA,NA,NA,NA
ENSG00000029363,BCLAF1,protein_coding,NA,2460.5,1822,0,1524,NA,NA,NA,NA,NA,2116,1826,NA,NA,NA,NA,NA
ENSG00000155849,ELMO1,protein_coding,NA,2460.5,1822,0,NA,NA,NA,NA,NA,NA,NA,1822,NA,NA,NA,NA,NA
ENSG00000185627,PSMD13,protein_coding,NA,2462,1822.5,0,2107,NA,NA,NA,NA,NA,NA,1538,NA,NA,NA,NA,NA
ENSG00000112308,C6orf62,protein_coding,NA,2463,1823,0,980,NA,NA,NA,NA,NA,1434,3055,NA,NA,NA,NA,NA
ENSG00000152601,MBNL1,protein_coding,NA,2464,1825,0,NA,NA,NA,NA,NA,NA,NA,1825,NA,NA,NA,NA,NA
ENSG00000168090,COPS6,protein_coding,NA,2465,1825.5,0,849,NA,NA,NA,NA,NA,NA,2802,NA,NA,NA,NA,NA
ENSG00000196704,AMZ2,protein_coding,NA,2466.5,1827,0,1925,NA,NA,NA,NA,NA,1091,2465,NA,NA,NA,NA,NA
ENSG00000101473,ACOT8,protein_coding,NA,2466.5,1827,0,NA,NA,NA,NA,NA,NA,NA,1827,NA,NA,NA,NA,NA
ENSG00000187601,MAGEH1,protein_coding,NA,2468,1828.25,0,2030,NA,NA,NA,NA,NA,1583,2604,NA,NA,NA,NA,1096
ENSG00000184203,PPP1R2,protein_coding,NA,2469.5,1830,0,2032,NA,NA,NA,NA,NA,NA,1628,NA,NA,NA,NA,NA
ENSG00000223802,CERS1,protein_coding,NA,2469.5,1830,0,NA,NA,NA,NA,NA,NA,1980,1680,NA,NA,NA,NA,NA
ENSG00000113851,CRBN,protein_coding,NA,2471,1830.666667,0,2132,NA,NA,NA,NA,NA,666,2694,NA,NA,NA,NA,NA
ENSG00000185088,RPS27L,protein_coding,NA,2472,1832,0,1887,NA,NA,NA,NA,NA,1480,2129,NA,NA,NA,NA,NA
ENSG00000155876,RRAGA,protein_coding,NA,2473,1834.5,0,1910,NA,NA,NA,NA,NA,1764,2603,NA,NA,NA,NA,1061
ENSG00000184992,BRI3BP,protein_coding,NA,2474,1835,0,NA,NA,NA,NA,NA,NA,NA,1835,NA,NA,NA,NA,NA
ENSG00000121753,ADGRB2,protein_coding,NA,2475,1837.666667,0,NA,NA,NA,NA,NA,NA,876,3725,NA,NA,912,NA,NA
ENSG00000115828,QPCT,protein_coding,NA,2476,1838,0,2277,NA,NA,NA,NA,NA,NA,1399,NA,NA,NA,NA,NA
ENSG00000170248,PDCD6IP,protein_coding,NA,2477,1840,0,NA,NA,NA,NA,NA,NA,1081,2599,NA,NA,NA,NA,NA
ENSG00000132676,DAP3,protein_coding,NA,2478,1840.5,0,NA,NA,NA,NA,NA,NA,2171,1510,NA,NA,NA,NA,NA
ENSG00000165775,FUNDC2,protein_coding,NA,2479,1840.666667,0,1955,NA,NA,NA,NA,NA,1314,2253,NA,NA,NA,NA,NA
ENSG00000112902,SEMA5A,protein_coding,NA,2480,1841,0,NA,NA,NA,NA,NA,NA,1841,NA,NA,NA,NA,NA,NA
ENSG00000129990,SYT5,protein_coding,NA,2481,1842,0,NA,NA,NA,NA,NA,NA,NA,1842,NA,NA,NA,NA,NA
ENSG00000117020,AKT3,protein_coding,NA,2482.5,1842.333333,0,2034,NA,NA,NA,NA,NA,802,2691,NA,NA,NA,NA,NA
ENSG00000152503,TRIM36,protein_coding,NA,2482.5,1842.333333,0,1746,NA,NA,NA,NA,NA,1648,2133,NA,NA,NA,NA,NA
ENSG00000100605,ITPK1,protein_coding,NA,2484,1843.75,0,2439,NA,NA,NA,NA,NA,1440,2705,NA,NA,NA,791,NA
ENSG00000182004,SNRPE,protein_coding,NA,2485,1844,0,NA,NA,NA,NA,NA,NA,NA,1844,NA,NA,NA,NA,NA
ENSG00000213424,KRT222,protein_coding,NA,2486,1845.5,0,NA,NA,NA,NA,NA,NA,1293,2398,NA,NA,NA,NA,NA
ENSG00000164466,SFXN1,protein_coding,NA,2487,1846,0,NA,NA,NA,NA,NA,NA,NA,1846,NA,NA,NA,NA,NA
ENSG00000159461,AMFR,protein_coding,NA,2488,1846.333333,0,1507,NA,NA,NA,NA,NA,1190,2842,NA,NA,NA,NA,NA
ENSG00000135387,CAPRIN1,protein_coding,NA,2489,1847,0,1497,NA,NA,NA,NA,NA,1188,2856,NA,NA,NA,NA,NA
ENSG00000137309,HMGA1,protein_coding,NA,2490,1848,0,NA,NA,NA,NA,NA,NA,NA,1848,NA,NA,NA,NA,NA
ENSG00000169085,VXN,protein_coding,NA,2492,1850,0,NA,NA,NA,NA,NA,NA,NA,1850,NA,NA,NA,NA,NA
ENSG00000148834,GSTO1,protein_coding,NA,2492,1850,0,2192,NA,NA,NA,NA,NA,1501,1857,NA,NA,NA,NA,NA
ENSG00000176454,LPCAT4,protein_coding,NA,2492,1850,0,944,NA,NA,NA,NA,NA,2154,2452,NA,NA,NA,NA,NA
ENSG00000102401,ARMCX3,protein_coding,NA,2494,1851,0,1598,NA,NA,NA,NA,NA,2119,1836,NA,NA,NA,NA,NA
ENSG00000027697,IFNGR1,protein_coding,NA,2495,1854,0,NA,NA,NA,NA,NA,NA,NA,1854,NA,NA,NA,NA,NA
ENSG00000109339,MAPK10,protein_coding,NA,2496,1854.25,0,1769,852,NA,NA,NA,NA,1035,3761,NA,NA,NA,NA,NA
ENSG00000164111,ANXA5,protein_coding,NA,2497,1854.333333,0,1912,NA,NA,NA,NA,NA,1836,1815,NA,NA,NA,NA,NA
ENSG00000106771,TMEM245,protein_coding,NA,2498,1854.666667,0,1174,NA,NA,NA,NA,NA,778,3612,NA,NA,NA,NA,NA
ENSG00000229833,PET100,protein_coding,NA,2499,1855.666667,0,1053,NA,NA,NA,NA,NA,1557,2957,NA,NA,NA,NA,NA
ENSG00000138443,ABI2,protein_coding,NA,2500,1857.666667,0,2253,NA,NA,NA,NA,NA,1518,1802,NA,NA,NA,NA,NA
ENSG00000100364,KIAA0930,protein_coding,NA,2501,1857.75,0,2149,NA,NA,NA,NA,NA,836,3373,NA,NA,1073,NA,NA
ENSG00000162735,PEX19,protein_coding,NA,2502,1858,0,NA,NA,NA,NA,NA,NA,NA,1858,NA,NA,NA,NA,NA
ENSG00000109519,GRPEL1,protein_coding,NA,2503.5,1859,0,NA,NA,NA,NA,NA,NA,NA,1859,NA,NA,NA,NA,NA
ENSG00000108176,DNAJC12,protein_coding,NA,2503.5,1859,0,2160,NA,NA,NA,NA,NA,NA,1558,NA,NA,NA,NA,NA
ENSG00000104979,C19orf53,protein_coding,NA,2505,1860.5,0,1364,1052,NA,NA,NA,NA,1902,3124,NA,NA,NA,NA,NA
ENSG00000111666,CHPT1,protein_coding,NA,2506,1861,0,NA,NA,NA,NA,NA,NA,NA,1861,NA,NA,NA,NA,NA
ENSG00000116852,KIF21B,protein_coding,NA,2507,1864,0,NA,NA,NA,NA,NA,NA,NA,1864,NA,NA,NA,NA,NA
ENSG00000125818,PSMF1,protein_coding,NA,2508,1864.5,0,NA,NA,NA,NA,NA,NA,682,3047,NA,NA,NA,NA,NA
ENSG00000161642,ZNF385A,protein_coding,NA,2509,1865.5,0,NA,NA,NA,NA,NA,NA,769,2962,NA,NA,NA,NA,NA
ENSG00000026652,AGPAT4,protein_coding,NA,2510,1867,0,NA,NA,NA,NA,NA,NA,NA,1867,NA,NA,NA,NA,NA
ENSG00000083312,TNPO1,protein_coding,NA,2511,1867.333333,0,2206,NA,NA,NA,NA,NA,1638,1758,NA,NA,NA,NA,NA
ENSG00000085433,WDR47,protein_coding,NA,2512,1867.5,0,1829,NA,NA,NA,NA,NA,NA,1906,NA,NA,NA,NA,NA
ENSG00000132541,RIDA,protein_coding,NA,2513,1868,0,NA,NA,NA,NA,NA,NA,NA,1868,NA,NA,NA,NA,NA
ENSG00000067836,ROGDI,protein_coding,NA,2514,1868.666667,0,2242,NA,NA,NA,NA,NA,1896,1468,NA,NA,NA,NA,NA
ENSG00000163754,GYG1,protein_coding,NA,2515.5,1869,0,1484,NA,NA,NA,NA,NA,NA,3033,NA,NA,NA,NA,1090
ENSG00000031003,FAM13B,protein_coding,NA,2515.5,1869,0,NA,NA,NA,NA,NA,NA,NA,1869,NA,NA,NA,NA,NA
ENSG00000065548,ZC3H15,protein_coding,NA,2518,1872.5,0,1272,NA,NA,NA,NA,NA,NA,2473,NA,NA,NA,NA,NA
ENSG00000189367,KIAA0408,protein_coding,NA,2518,1872.5,0,695,NA,NA,NA,NA,NA,NA,3050,NA,NA,NA,NA,NA
ENSG00000131089,ARHGEF9,protein_coding,NA,2518,1872.5,0,NA,NA,NA,NA,NA,NA,1774,1971,NA,NA,NA,NA,NA
ENSG00000152291,TGOLN2,protein_coding,NA,2520,1872.75,0,1390,NA,NA,NA,NA,NA,1894,3221,NA,NA,NA,NA,986
ENSG00000009954,BAZ1B,protein_coding,NA,2521,1873,0,NA,NA,NA,NA,NA,NA,NA,1873,NA,NA,NA,NA,NA
ENSG00000034053,APBA2,protein_coding,NA,2522.5,1874,0,2303,NA,NA,NA,NA,NA,1312,2007,NA,NA,NA,NA,NA
ENSG00000101350,KIF3B,protein_coding,NA,2522.5,1874,0,NA,NA,NA,NA,NA,NA,NA,1874,NA,NA,NA,NA,NA
ENSG00000163625,WDFY3,protein_coding,NA,2524.5,1875,0,NA,NA,NA,NA,NA,NA,1796,1954,NA,NA,NA,NA,NA
ENSG00000090263,MRPS33,protein_coding,NA,2524.5,1875,0,2157,NA,NA,NA,NA,NA,1240,2228,NA,NA,NA,NA,NA
ENSG00000138495,COX17,protein_coding,NA,2526,1875.666667,0,1866,NA,NA,NA,NA,NA,1749,2012,NA,NA,NA,NA,NA
ENSG00000116120,FARSB,protein_coding,NA,2527,1878.5,0,1075,NA,NA,NA,NA,NA,NA,2682,NA,NA,NA,NA,NA
ENSG00000164620,RELL2,protein_coding,NA,2528.5,1880,0,NA,NA,NA,NA,NA,NA,NA,1880,NA,NA,NA,NA,NA
ENSG00000010810,FYN,protein_coding,NA,2528.5,1880,0,2398,NA,NA,NA,NA,NA,NA,1362,NA,NA,NA,NA,NA
ENSG00000198792,TMEM184B,protein_coding,NA,2530,1880.5,0,1236,NA,NA,NA,NA,NA,NA,2525,NA,NA,NA,NA,NA
ENSG00000015171,ZMYND11,protein_coding,NA,2531,1880.666667,0,682,NA,NA,NA,NA,NA,1706,3254,NA,NA,NA,NA,NA
ENSG00000108389,MTMR4,protein_coding,NA,2532.5,1881,0,1663,NA,NA,NA,NA,NA,NA,2099,NA,NA,NA,NA,NA
ENSG00000204065,TCEAL5,protein_coding,NA,2532.5,1881,0,1881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000103512,NOMO1,protein_coding,NA,2534,1882,0,NA,NA,NA,NA,NA,NA,NA,1882,NA,NA,NA,NA,NA
ENSG00000132640,BTBD3,protein_coding,NA,2535,1882.333333,0,2238,NA,NA,NA,NA,NA,771,2638,NA,NA,NA,NA,NA
ENSG00000127914,AKAP9,protein_coding,NA,2536.5,1883,0,942,NA,NA,NA,NA,NA,NA,2824,NA,NA,NA,NA,NA
ENSG00000079332,SAR1A,protein_coding,NA,2536.5,1883,0,1673,NA,NA,NA,NA,NA,756,3220,NA,NA,NA,NA,NA
ENSG00000076685,NT5C2,protein_coding,NA,2538,1884,0,NA,NA,NA,NA,NA,NA,NA,1884,NA,NA,NA,NA,NA
ENSG00000146731,CCT6A,protein_coding,NA,2539.5,1885,0,1393,NA,NA,NA,NA,NA,1837,2425,NA,NA,NA,NA,NA
ENSG00000232388,SMIM26,protein_coding,NA,2539.5,1885,0,2287,NA,NA,NA,NA,NA,NA,1483,NA,NA,NA,NA,NA
ENSG00000182247,UBE2E2,protein_coding,NA,2541,1887.5,0,NA,NA,NA,NA,NA,NA,695,3080,NA,NA,NA,NA,NA
ENSG00000125746,EML2,protein_coding,NA,2542,1887.75,0,1882,NA,NA,NA,NA,NA,1072,3688,NA,NA,909,NA,NA
ENSG00000179262,RAD23A,protein_coding,NA,2543,1888.666667,0,2120,NA,NA,NA,NA,NA,959,2587,NA,NA,NA,NA,NA
ENSG00000101132,PFDN4,protein_coding,NA,2544,1889.666667,0,1728,NA,NA,NA,NA,NA,1456,2485,NA,NA,NA,NA,NA
ENSG00000072803,FBXW11,protein_coding,NA,2545,1890.333333,0,596,NA,NA,NA,NA,NA,2067,3008,NA,NA,NA,NA,NA
ENSG00000150672,DLG2,protein_coding,NA,2546,1890.5,0,2294,NA,NA,NA,NA,NA,NA,1487,NA,NA,NA,NA,NA
ENSG00000171914,TLN2,protein_coding,NA,2547,1891,0,NA,NA,NA,NA,NA,NA,1754,2028,NA,NA,NA,NA,NA
ENSG00000182108,DEXI,protein_coding,NA,2548,1891.5,0,NA,NA,NA,NA,NA,NA,1631,2152,NA,NA,NA,NA,NA
ENSG00000138801,PAPSS1,protein_coding,NA,2550.5,1893,0,2337,NA,NA,NA,NA,NA,NA,1449,NA,NA,NA,NA,NA
ENSG00000102760,RGCC,protein_coding,NA,2550.5,1893,0,2418,NA,NA,NA,NA,NA,1905,2421,828,NA,NA,NA,NA
ENSG00000167861,HID1,protein_coding,NA,2550.5,1893,0,NA,NA,NA,NA,NA,NA,NA,1893,NA,NA,NA,NA,NA
ENSG00000130332,LSM7,protein_coding,NA,2550.5,1893,0,1775,NA,NA,NA,NA,NA,2014,1890,NA,NA,NA,NA,NA
ENSG00000137038,DMAC1,protein_coding,NA,2553.5,1894,0,1406,NA,NA,NA,NA,NA,1775,2501,NA,NA,NA,NA,NA
ENSG00000242372,EIF6,protein_coding,NA,2553.5,1894,0,NA,NA,NA,NA,NA,NA,NA,1894,NA,NA,NA,NA,NA
ENSG00000212864,RNF208,protein_coding,NA,2555,1894.5,0,435,NA,NA,NA,NA,NA,NA,3354,NA,NA,NA,NA,NA
ENSG00000165782,PIP4P1,protein_coding,NA,2556,1895,0,NA,NA,NA,NA,NA,NA,1743,2047,NA,NA,NA,NA,NA
ENSG00000123095,BHLHE41,protein_coding,NA,2557,1897,0,1590,NA,NA,NA,NA,NA,NA,2204,NA,NA,NA,NA,NA
ENSG00000158604,TMED4,protein_coding,NA,2558,1898,0,NA,NA,NA,NA,NA,NA,NA,1898,NA,NA,NA,NA,NA
ENSG00000024862,CCDC28A,protein_coding,NA,2559.5,1899,0,2183,NA,NA,NA,NA,NA,NA,1615,NA,NA,NA,NA,NA
ENSG00000055950,MRPL43,protein_coding,NA,2559.5,1899,0,NA,NA,NA,NA,NA,NA,NA,1899,NA,NA,NA,NA,NA
ENSG00000077254,USP33,protein_coding,NA,2561,1899.666667,0,1550,NA,NA,NA,NA,NA,982,3167,NA,NA,NA,NA,NA
ENSG00000171612,SLC25A33,protein_coding,NA,2562,1900,0,NA,NA,NA,NA,NA,NA,NA,1900,NA,NA,NA,NA,NA
ENSG00000107263,RAPGEF1,protein_coding,NA,2563,1900.5,0,NA,NA,NA,NA,NA,NA,1047,2754,NA,NA,NA,NA,NA
ENSG00000110675,ELMOD1,protein_coding,NA,2564,1901,0,655,NA,NA,NA,NA,NA,1275,3773,NA,NA,NA,NA,NA
ENSG00000160213,CSTB,protein_coding,NA,2565,1901.75,0,1632,888,NA,NA,NA,NA,2151,2936,NA,NA,NA,NA,NA
ENSG00000181404,WASHC1,protein_coding,NA,2566.5,1902,0,NA,NA,NA,NA,NA,NA,NA,1902,NA,NA,NA,NA,NA
ENSG00000175550,DRAP1,protein_coding,NA,2566.5,1902,0,NA,NA,NA,NA,NA,NA,1788,2016,NA,NA,NA,NA,NA
ENSG00000138101,DTNB,protein_coding,NA,2568.5,1905,0,NA,NA,NA,NA,NA,NA,NA,1905,NA,NA,NA,NA,NA
ENSG00000161547,SRSF2,protein_coding,NA,2568.5,1905,0,2073,NA,NA,NA,NA,NA,1156,2486,NA,NA,NA,NA,NA
ENSG00000151502,VPS26B,protein_coding,NA,2570,1905.333333,0,1843,NA,NA,NA,NA,NA,1605,2268,NA,NA,NA,NA,NA
ENSG00000198420,TCAF1,protein_coding,NA,2571,1906.333333,0,1022,NA,NA,NA,NA,NA,1937,2760,NA,NA,NA,NA,NA
ENSG00000114956,DGUOK,protein_coding,NA,2572,1907,0,NA,NA,NA,NA,NA,NA,1418,2396,NA,NA,NA,NA,NA
ENSG00000143858,SYT2,protein_coding,NA,2573,1907.333333,0,1251,NA,NA,NA,NA,NA,1914,2557,NA,NA,NA,NA,NA
ENSG00000140323,DISP2,protein_coding,NA,2574,1908,0,NA,NA,NA,NA,NA,NA,NA,1908,NA,NA,NA,NA,NA
ENSG00000198894,CIPC,protein_coding,NA,2575,1908.333333,0,1201,NA,NA,NA,NA,NA,1994,2530,NA,NA,NA,NA,NA
ENSG00000141867,BRD4,protein_coding,NA,2576,1909.25,0,1747,NA,NA,NA,NA,NA,1650,3344,896,NA,NA,NA,NA
ENSG00000185651,UBE2L3,protein_coding,NA,2577,1909.333333,0,2084,NA,NA,NA,NA,NA,1396,2248,NA,NA,NA,NA,NA
ENSG00000165424,ZCCHC24,protein_coding,NA,2578,1910.333333,0,1832,NA,NA,NA,NA,NA,1146,2753,NA,NA,NA,NA,NA
ENSG00000244687,UBE2V1,protein_coding,NA,2579,1911.666667,0,2001,NA,NA,NA,NA,NA,1830,1904,NA,NA,NA,NA,NA
ENSG00000162642,C1orf52,protein_coding,NA,2580,1912,0,NA,NA,NA,NA,NA,NA,NA,1912,NA,NA,NA,NA,NA
ENSG00000116171,SCP2,protein_coding,NA,2581.5,1912.333333,0,1655,NA,NA,NA,NA,NA,1664,2418,NA,NA,NA,NA,NA
ENSG00000112081,SRSF3,protein_coding,NA,2581.5,1912.333333,0,1470,NA,NA,NA,NA,NA,468,3799,NA,NA,NA,NA,NA
ENSG00000099901,RANBP1,protein_coding,NA,2583,1912.666667,0,1218,NA,NA,NA,NA,NA,738,3782,NA,NA,NA,NA,NA
ENSG00000166847,DCTN5,protein_coding,NA,2584,1913,0,NA,NA,NA,NA,NA,NA,503,3323,NA,NA,NA,NA,NA
ENSG00000140995,DEF8,protein_coding,NA,2585.5,1915,0,1789,NA,NA,NA,NA,NA,1906,2050,NA,NA,NA,NA,NA
ENSG00000177511,ST8SIA3,protein_coding,NA,2585.5,1915,0,2252,NA,NA,NA,NA,NA,401,3092,NA,NA,NA,NA,NA
ENSG00000104824,HNRNPL,protein_coding,NA,2587,1916,0,1748,NA,NA,NA,NA,NA,NA,2084,NA,NA,NA,NA,NA
ENSG00000072274,TFRC,protein_coding,NA,2588,1916.5,0,1568,NA,NA,NA,NA,NA,NA,2265,NA,NA,NA,NA,NA
ENSG00000143727,ACP1,protein_coding,NA,2589,1917.333333,0,2182,NA,NA,NA,NA,NA,1602,1968,NA,NA,NA,NA,NA
ENSG00000147533,GOLGA7,protein_coding,NA,2590,1918.333333,0,1595,NA,NA,NA,NA,NA,1503,2657,NA,NA,NA,NA,NA
ENSG00000173064,HECTD4,protein_coding,NA,2591,1919,0,990,NA,NA,NA,NA,NA,NA,2848,NA,NA,NA,NA,NA
ENSG00000140632,GLYR1,protein_coding,NA,2592,1920.5,0,2214,NA,NA,NA,NA,NA,NA,1627,NA,NA,NA,NA,NA
ENSG00000110697,PITPNM1,protein_coding,NA,2593,1921,0,NA,NA,NA,NA,NA,NA,NA,1921,NA,NA,NA,NA,NA
ENSG00000196419,XRCC6,protein_coding,NA,2594,1921.25,0,1709,NA,NA,NA,NA,NA,2074,3557,NA,NA,NA,NA,345
ENSG00000116337,AMPD2,protein_coding,NA,2595,1922,0,NA,NA,NA,NA,NA,NA,NA,3075,NA,NA,NA,NA,769
ENSG00000170004,CHD3,protein_coding,NA,2596,1923.5,0,NA,NA,NA,NA,NA,NA,1135,2712,NA,NA,NA,NA,NA
ENSG00000002586,CD99,protein_coding,NA,2597,1923.75,0,2096,NA,NA,NA,NA,NA,2096,3391,112,NA,NA,NA,NA
